Screen,Control Label,Control Type,Expected Behavior,Observed Behavior / Evidence,Result,Severity,Recommended Fix
AI Market Advisor,🎨 AI Design Director,button,"Reachable, produces the labelled action, gives visible feedback",Enumerated live from the rendered DOM on AI Market Advisor; not individually clicked during this audit pass (time-boxed to the workflows and controls listed in FULL_UI_UX_AUDIT_REPORT.md).,NOT INDEPENDENTLY VERIFIED,—,—
AI Market Advisor,⚙️ Advanced Mode,button,"Reachable, produces the labelled action, gives visible feedback",Enumerated live from the rendered DOM on AI Market Advisor; not individually clicked during this audit pass (time-boxed to the workflows and controls listed in FULL_UI_UX_AUDIT_REPORT.md).,NOT INDEPENDENTLY VERIFIED,—,—
AI Market Advisor,← กลับ,button,"Reachable, produces the labelled action, gives visible feedback",Enumerated live from the rendered DOM on AI Market Advisor; not individually clicked during this audit pass (time-boxed to the workflows and controls listed in FULL_UI_UX_AUDIT_REPORT.md).,NOT INDEPENDENTLY VERIFIED,—,—
AI Market Advisor,Today's Mission,button,"Reachable, produces the labelled action, gives visible feedback",Enumerated live from the rendered DOM on AI Market Advisor; not individually clicked during this audit pass (time-boxed to the workflows and controls listed in FULL_UI_UX_AUDIT_REPORT.md).,NOT INDEPENDENTLY VERIFIED,—,—
AI Market Advisor,AI Market Advisor,button,"Reachable, produces the labelled action, gives visible feedback",Enumerated live from the rendered DOM on AI Market Advisor; not individually clicked during this audit pass (time-boxed to the workflows and controls listed in FULL_UI_UX_AUDIT_REPORT.md).,NOT INDEPENDENTLY VERIFIED,—,—
AI Market Advisor,Opportunity Explorer,button,"Reachable, produces the labelled action, gives visible feedback",Enumerated live from the rendered DOM on AI Market Advisor; not individually clicked during this audit pass (time-boxed to the workflows and controls listed in FULL_UI_UX_AUDIT_REPORT.md).,NOT INDEPENDENTLY VERIFIED,—,—
AI Market Advisor,Commercial Score Details,button,"Reachable, produces the labelled action, gives visible feedback",Enumerated live from the rendered DOM on AI Market Advisor; not individually clicked during this audit pass (time-boxed to the workflows and controls listed in FULL_UI_UX_AUDIT_REPORT.md).,NOT INDEPENDENTLY VERIFIED,—,—
AI Market Advisor,Keyword Intelligence,button,"Reachable, produces the labelled action, gives visible feedback",Enumerated live from the rendered DOM on AI Market Advisor; not individually clicked during this audit pass (time-boxed to the workflows and controls listed in FULL_UI_UX_AUDIT_REPORT.md).,NOT INDEPENDENTLY VERIFIED,—,—
AI Market Advisor,Seasonal Planner,button,"Reachable, produces the labelled action, gives visible feedback",Enumerated live from the rendered DOM on AI Market Advisor; not individually clicked during this audit pass (time-boxed to the workflows and controls listed in FULL_UI_UX_AUDIT_REPORT.md).,NOT INDEPENDENTLY VERIFIED,—,—
AI Market Advisor,Market Gap Finder,button,"Reachable, produces the labelled action, gives visible feedback",Enumerated live from the rendered DOM on AI Market Advisor; not individually clicked during this audit pass (time-boxed to the workflows and controls listed in FULL_UI_UX_AUDIT_REPORT.md).,NOT INDEPENDENTLY VERIFIED,—,—
AI Market Advisor,Marketplace Comparison,button,"Reachable, produces the labelled action, gives visible feedback",Enumerated live from the rendered DOM on AI Market Advisor; not individually clicked during this audit pass (time-boxed to the workflows and controls listed in FULL_UI_UX_AUDIT_REPORT.md).,NOT INDEPENDENTLY VERIFIED,—,—
AI Market Advisor,Daily Missions,button,"Reachable, produces the labelled action, gives visible feedback",Enumerated live from the rendered DOM on AI Market Advisor; not individually clicked during this audit pass (time-boxed to the workflows and controls listed in FULL_UI_UX_AUDIT_REPORT.md).,NOT INDEPENDENTLY VERIFIED,—,—
AI Market Advisor,⚠ Load Sample Data,button,"Reachable, produces the labelled action, gives visible feedback",Enumerated live from the rendered DOM on AI Market Advisor; not individually clicked during this audit pass (time-boxed to the workflows and controls listed in FULL_UI_UX_AUDIT_REPORT.md).,NOT INDEPENDENTLY VERIFIED,—,—
AI Market Advisor,📖 คู่มือการใช้งาน,link,"Reachable, produces the labelled action, gives visible feedback",Enumerated live from the rendered DOM on AI Market Advisor; not individually clicked during this audit pass (time-boxed to the workflows and controls listed in FULL_UI_UX_AUDIT_REPORT.md).,NOT INDEPENDENTLY VERIFIED,—,—
AI Design Director,🏠 Mission Control,button,"Reachable, produces the labelled action, gives visible feedback",Enumerated live from the rendered DOM on AI Design Director; not individually clicked during this audit pass (time-boxed to the workflows and controls listed in FULL_UI_UX_AUDIT_REPORT.md).,NOT INDEPENDENTLY VERIFIED,—,—
AI Design Director,🏭 Today's Production,button,"Reachable, produces the labelled action, gives visible feedback",Enumerated live from the rendered DOM on AI Design Director; not individually clicked during this audit pass (time-boxed to the workflows and controls listed in FULL_UI_UX_AUDIT_REPORT.md).,NOT INDEPENDENTLY VERIFIED,—,—
AI Design Director,✨ ออกแบบให้ฉันวันนี้,button,"Reachable, produces the labelled action, gives visible feedback",Enumerated live from the rendered DOM on AI Design Director; not individually clicked during this audit pass (time-boxed to the workflows and controls listed in FULL_UI_UX_AUDIT_REPORT.md).,NOT INDEPENDENTLY VERIFIED,—,—
AI Design Director,+ โปรเจกต์ใหม่,button,"Reachable, produces the labelled action, gives visible feedback",Enumerated live from the rendered DOM on AI Design Director; not individually clicked during this audit pass (time-boxed to the workflows and controls listed in FULL_UI_UX_AUDIT_REPORT.md).,NOT INDEPENDENTLY VERIFIED,—,—
AI Design Director,📊 Overview,button,"Reachable, produces the labelled action, gives visible feedback",Enumerated live from the rendered DOM on AI Design Director; not individually clicked during this audit pass (time-boxed to the workflows and controls listed in FULL_UI_UX_AUDIT_REPORT.md).,NOT INDEPENDENTLY VERIFIED,—,—
AI Design Director,🎨 Pattern Studio,button,"Reachable, produces the labelled action, gives visible feedback",Enumerated live from the rendered DOM on AI Design Director; not individually clicked during this audit pass (time-boxed to the workflows and controls listed in FULL_UI_UX_AUDIT_REPORT.md).,NOT INDEPENDENTLY VERIFIED,—,—
AI Design Director,📂 Portfolio,button,"Reachable, produces the labelled action, gives visible feedback",Enumerated live from the rendered DOM on AI Design Director; not individually clicked during this audit pass (time-boxed to the workflows and controls listed in FULL_UI_UX_AUDIT_REPORT.md).,NOT INDEPENDENTLY VERIFIED,—,—
AI Design Director,💾 Backup,button,"Reachable, produces the labelled action, gives visible feedback",Enumerated live from the rendered DOM on AI Design Director; not individually clicked during this audit pass (time-boxed to the workflows and controls listed in FULL_UI_UX_AUDIT_REPORT.md).,NOT INDEPENDENTLY VERIFIED,—,—
AI Design Director,📈 AI Market Advisor,button,"Reachable, produces the labelled action, gives visible feedback",Enumerated live from the rendered DOM on AI Design Director; not individually clicked during this audit pass (time-boxed to the workflows and controls listed in FULL_UI_UX_AUDIT_REPORT.md).,NOT INDEPENDENTLY VERIFIED,—,—
AI Design Director,🎨 AI Design Director,button,"Reachable, produces the labelled action, gives visible feedback",Enumerated live from the rendered DOM on AI Design Director; not individually clicked during this audit pass (time-boxed to the workflows and controls listed in FULL_UI_UX_AUDIT_REPORT.md).,NOT INDEPENDENTLY VERIFIED,—,—
AI Design Director,⚙️ Advanced Mode,button,"Reachable, produces the labelled action, gives visible feedback",Enumerated live from the rendered DOM on AI Design Director; not individually clicked during this audit pass (time-boxed to the workflows and controls listed in FULL_UI_UX_AUDIT_REPORT.md).,NOT INDEPENDENTLY VERIFIED,—,—
AI Design Director,← กลับ,button,"Reachable, produces the labelled action, gives visible feedback",Enumerated live from the rendered DOM on AI Design Director; not individually clicked during this audit pass (time-boxed to the workflows and controls listed in FULL_UI_UX_AUDIT_REPORT.md).,NOT INDEPENDENTLY VERIFIED,—,—
AI Design Director,Creative Brief,button,"Reachable, produces the labelled action, gives visible feedback",Enumerated live from the rendered DOM on AI Design Director; not individually clicked during this audit pass (time-boxed to the workflows and controls listed in FULL_UI_UX_AUDIT_REPORT.md).,NOT INDEPENDENTLY VERIFIED,—,—
AI Design Director,Collection Planner,button,"Reachable, produces the labelled action, gives visible feedback",Enumerated live from the rendered DOM on AI Design Director; not individually clicked during this audit pass (time-boxed to the workflows and controls listed in FULL_UI_UX_AUDIT_REPORT.md).,NOT INDEPENDENTLY VERIFIED,—,—
AI Design Director,Roadmap,button,"Reachable, produces the labelled action, gives visible feedback",Enumerated live from the rendered DOM on AI Design Director; not individually clicked during this audit pass (time-boxed to the workflows and controls listed in FULL_UI_UX_AUDIT_REPORT.md).,NOT INDEPENDENTLY VERIFIED,—,—
AI Design Director,Completeness,button,"Reachable, produces the labelled action, gives visible feedback",Enumerated live from the rendered DOM on AI Design Director; not individually clicked during this audit pass (time-boxed to the workflows and controls listed in FULL_UI_UX_AUDIT_REPORT.md).,NOT INDEPENDENTLY VERIFIED,—,—
AI Design Director,Balance,button,"Reachable, produces the labelled action, gives visible feedback",Enumerated live from the rendered DOM on AI Design Director; not individually clicked during this audit pass (time-boxed to the workflows and controls listed in FULL_UI_UX_AUDIT_REPORT.md).,NOT INDEPENDENTLY VERIFIED,—,—
AI Design Director,Diversity,button,"Reachable, produces the labelled action, gives visible feedback",Enumerated live from the rendered DOM on AI Design Director; not individually clicked during this audit pass (time-boxed to the workflows and controls listed in FULL_UI_UX_AUDIT_REPORT.md).,NOT INDEPENDENTLY VERIFIED,—,—
AI Design Director,Art Director,button,"Reachable, produces the labelled action, gives visible feedback",Enumerated live from the rendered DOM on AI Design Director; not individually clicked during this audit pass (time-boxed to the workflows and controls listed in FULL_UI_UX_AUDIT_REPORT.md).,NOT INDEPENDENTLY VERIFIED,—,—
AI Design Director,Commercial QA,button,"Reachable, produces the labelled action, gives visible feedback",Enumerated live from the rendered DOM on AI Design Director; not individually clicked during this audit pass (time-boxed to the workflows and controls listed in FULL_UI_UX_AUDIT_REPORT.md).,NOT INDEPENDENTLY VERIFIED,—,—
AI Design Director,Portfolio Impact,button,"Reachable, produces the labelled action, gives visible feedback",Enumerated live from the rendered DOM on AI Design Director; not individually clicked during this audit pass (time-boxed to the workflows and controls listed in FULL_UI_UX_AUDIT_REPORT.md).,NOT INDEPENDENTLY VERIFIED,—,—
AI Design Director,Generator Handoff,button,"Reachable, produces the labelled action, gives visible feedback",Enumerated live from the rendered DOM on AI Design Director; not individually clicked during this audit pass (time-boxed to the workflows and controls listed in FULL_UI_UX_AUDIT_REPORT.md).,NOT INDEPENDENTLY VERIFIED,—,—
AI Design Director,Generate Creative Brief,button,"Reachable, produces the labelled action, gives visible feedback",Enumerated live from the rendered DOM on AI Design Director; not individually clicked during this audit pass (time-boxed to the workflows and controls listed in FULL_UI_UX_AUDIT_REPORT.md).,NOT INDEPENDENTLY VERIFIED,—,—
AI Design Director,📖 คู่มือการใช้งาน,link,"Reachable, produces the labelled action, gives visible feedback",Enumerated live from the rendered DOM on AI Design Director; not individually clicked during this audit pass (time-boxed to the workflows and controls listed in FULL_UI_UX_AUDIT_REPORT.md).,NOT INDEPENDENTLY VERIFIED,—,—
AI Design Director,Generate Creative Brief,button (disabled),Disabled state should be explained (title/aria-label) or the reason should be visible nearby,"No title/aria-label found on sampled disabled controls during accessibility pass — reason for disablement is usually only inferable from surrounding text, not from the control itself.",MISSING FEEDBACK,P3,Add title/aria-label explaining why the control is disabled.
Advanced Mode (legacy generator),🏠 Mission Control,button,"Reachable, produces the labelled action, gives visible feedback",Enumerated live from the rendered DOM on Advanced Mode (legacy generator); not individually clicked during this audit pass (time-boxed to the workflows and controls listed in FULL_UI_UX_AUDIT_REPORT.md).,NOT INDEPENDENTLY VERIFIED,—,—
Advanced Mode (legacy generator),🏭 Today's Production,button,"Reachable, produces the labelled action, gives visible feedback",Enumerated live from the rendered DOM on Advanced Mode (legacy generator); not individually clicked during this audit pass (time-boxed to the workflows and controls listed in FULL_UI_UX_AUDIT_REPORT.md).,NOT INDEPENDENTLY VERIFIED,—,—
Advanced Mode (legacy generator),✨ ออกแบบให้ฉันวันนี้,button,"Reachable, produces the labelled action, gives visible feedback",Enumerated live from the rendered DOM on Advanced Mode (legacy generator); not individually clicked during this audit pass (time-boxed to the workflows and controls listed in FULL_UI_UX_AUDIT_REPORT.md).,NOT INDEPENDENTLY VERIFIED,—,—
Advanced Mode (legacy generator),+ โปรเจกต์ใหม่,button,"Reachable, produces the labelled action, gives visible feedback",Enumerated live from the rendered DOM on Advanced Mode (legacy generator); not individually clicked during this audit pass (time-boxed to the workflows and controls listed in FULL_UI_UX_AUDIT_REPORT.md).,NOT INDEPENDENTLY VERIFIED,—,—
Advanced Mode (legacy generator),📊 Overview,button,"Reachable, produces the labelled action, gives visible feedback",Enumerated live from the rendered DOM on Advanced Mode (legacy generator); not individually clicked during this audit pass (time-boxed to the workflows and controls listed in FULL_UI_UX_AUDIT_REPORT.md).,NOT INDEPENDENTLY VERIFIED,—,—
Advanced Mode (legacy generator),🎨 Pattern Studio,button,"Reachable, produces the labelled action, gives visible feedback",Enumerated live from the rendered DOM on Advanced Mode (legacy generator); not individually clicked during this audit pass (time-boxed to the workflows and controls listed in FULL_UI_UX_AUDIT_REPORT.md).,NOT INDEPENDENTLY VERIFIED,—,—
Advanced Mode (legacy generator),📂 Portfolio,button,"Reachable, produces the labelled action, gives visible feedback",Enumerated live from the rendered DOM on Advanced Mode (legacy generator); not individually clicked during this audit pass (time-boxed to the workflows and controls listed in FULL_UI_UX_AUDIT_REPORT.md).,NOT INDEPENDENTLY VERIFIED,—,—
Advanced Mode (legacy generator),💾 Backup,button,"Reachable, produces the labelled action, gives visible feedback",Enumerated live from the rendered DOM on Advanced Mode (legacy generator); not individually clicked during this audit pass (time-boxed to the workflows and controls listed in FULL_UI_UX_AUDIT_REPORT.md).,NOT INDEPENDENTLY VERIFIED,—,—
Advanced Mode (legacy generator),📈 AI Market Advisor,button,"Reachable, produces the labelled action, gives visible feedback",Enumerated live from the rendered DOM on Advanced Mode (legacy generator); not individually clicked during this audit pass (time-boxed to the workflows and controls listed in FULL_UI_UX_AUDIT_REPORT.md).,NOT INDEPENDENTLY VERIFIED,—,—
Advanced Mode (legacy generator),🎨 AI Design Director,button,"Reachable, produces the labelled action, gives visible feedback",Enumerated live from the rendered DOM on Advanced Mode (legacy generator); not individually clicked during this audit pass (time-boxed to the workflows and controls listed in FULL_UI_UX_AUDIT_REPORT.md).,NOT INDEPENDENTLY VERIFIED,—,—
Advanced Mode (legacy generator),⚙️ Advanced Mode,button,"Reachable, produces the labelled action, gives visible feedback",Enumerated live from the rendered DOM on Advanced Mode (legacy generator); not individually clicked during this audit pass (time-boxed to the workflows and controls listed in FULL_UI_UX_AUDIT_REPORT.md).,NOT INDEPENDENTLY VERIFIED,—,—
Advanced Mode (legacy generator),Boho Floral,button,"Reachable, produces the labelled action, gives visible feedback",Enumerated live from the rendered DOM on Advanced Mode (legacy generator); not individually clicked during this audit pass (time-boxed to the workflows and controls listed in FULL_UI_UX_AUDIT_REPORT.md).,NOT INDEPENDENTLY VERIFIED,—,—
Advanced Mode (legacy generator),Boutique Packaging,button,"Reachable, produces the labelled action, gives visible feedback",Enumerated live from the rendered DOM on Advanced Mode (legacy generator); not individually clicked during this audit pass (time-boxed to the workflows and controls listed in FULL_UI_UX_AUDIT_REPORT.md).,NOT INDEPENDENTLY VERIFIED,—,—
Advanced Mode (legacy generator),Dark Botanical,button,"Reachable, produces the labelled action, gives visible feedback",Enumerated live from the rendered DOM on Advanced Mode (legacy generator); not individually clicked during this audit pass (time-boxed to the workflows and controls listed in FULL_UI_UX_AUDIT_REPORT.md).,NOT INDEPENDENTLY VERIFIED,—,—
Advanced Mode (legacy generator),Editorial Botanical,button,"Reachable, produces the labelled action, gives visible feedback",Enumerated live from the rendered DOM on Advanced Mode (legacy generator); not individually clicked during this audit pass (time-boxed to the workflows and controls listed in FULL_UI_UX_AUDIT_REPORT.md).,NOT INDEPENDENTLY VERIFIED,—,—
Advanced Mode (legacy generator),Kids Playful,button,"Reachable, produces the labelled action, gives visible feedback",Enumerated live from the rendered DOM on Advanced Mode (legacy generator); not individually clicked during this audit pass (time-boxed to the workflows and controls listed in FULL_UI_UX_AUDIT_REPORT.md).,NOT INDEPENDENTLY VERIFIED,—,—
Advanced Mode (legacy generator),Luxury Floral,button,"Reachable, produces the labelled action, gives visible feedback",Enumerated live from the rendered DOM on Advanced Mode (legacy generator); not individually clicked during this audit pass (time-boxed to the workflows and controls listed in FULL_UI_UX_AUDIT_REPORT.md).,NOT INDEPENDENTLY VERIFIED,—,—
Advanced Mode (legacy generator),Luxury Wallpaper,button,"Reachable, produces the labelled action, gives visible feedback",Enumerated live from the rendered DOM on Advanced Mode (legacy generator); not individually clicked during this audit pass (time-boxed to the workflows and controls listed in FULL_UI_UX_AUDIT_REPORT.md).,NOT INDEPENDENTLY VERIFIED,—,—
Advanced Mode (legacy generator),Minimal Botanical,button,"Reachable, produces the labelled action, gives visible feedback",Enumerated live from the rendered DOM on Advanced Mode (legacy generator); not individually clicked during this audit pass (time-boxed to the workflows and controls listed in FULL_UI_UX_AUDIT_REPORT.md).,NOT INDEPENDENTLY VERIFIED,—,—
Advanced Mode (legacy generator),Modern Tropical,button,"Reachable, produces the labelled action, gives visible feedback",Enumerated live from the rendered DOM on Advanced Mode (legacy generator); not individually clicked during this audit pass (time-boxed to the workflows and controls listed in FULL_UI_UX_AUDIT_REPORT.md).,NOT INDEPENDENTLY VERIFIED,—,—
Advanced Mode (legacy generator),Organic Abstract,button,"Reachable, produces the labelled action, gives visible feedback",Enumerated live from the rendered DOM on Advanced Mode (legacy generator); not individually clicked during this audit pass (time-boxed to the workflows and controls listed in FULL_UI_UX_AUDIT_REPORT.md).,NOT INDEPENDENTLY VERIFIED,—,—
Advanced Mode (legacy generator),Premium Textile,button,"Reachable, produces the labelled action, gives visible feedback",Enumerated live from the rendered DOM on Advanced Mode (legacy generator); not individually clicked during this audit pass (time-boxed to the workflows and controls listed in FULL_UI_UX_AUDIT_REPORT.md).,NOT INDEPENDENTLY VERIFIED,—,—
Advanced Mode (legacy generator),Retro Organic,button,"Reachable, produces the labelled action, gives visible feedback",Enumerated live from the rendered DOM on Advanced Mode (legacy generator); not individually clicked during this audit pass (time-boxed to the workflows and controls listed in FULL_UI_UX_AUDIT_REPORT.md).,NOT INDEPENDENTLY VERIFIED,—,—
Advanced Mode (legacy generator),Scandinavian Organic,button,"Reachable, produces the labelled action, gives visible feedback",Enumerated live from the rendered DOM on Advanced Mode (legacy generator); not individually clicked during this audit pass (time-boxed to the workflows and controls listed in FULL_UI_UX_AUDIT_REPORT.md).,NOT INDEPENDENTLY VERIFIED,—,—
Advanced Mode (legacy generator),Soft Watercolor Inspired (Vector only),button,"Reachable, produces the labelled action, gives visible feedback",Enumerated live from the rendered DOM on Advanced Mode (legacy generator); not individually clicked during this audit pass (time-boxed to the workflows and controls listed in FULL_UI_UX_AUDIT_REPORT.md).,NOT INDEPENDENTLY VERIFIED,—,—
Advanced Mode (legacy generator),Vintage Herbarium,button,"Reachable, produces the labelled action, gives visible feedback",Enumerated live from the rendered DOM on Advanced Mode (legacy generator); not individually clicked during this audit pass (time-boxed to the workflows and controls listed in FULL_UI_UX_AUDIT_REPORT.md).,NOT INDEPENDENTLY VERIFIED,—,—
Advanced Mode (legacy generator),➕ สร้าง Style จากค่าปัจจุบัน,button,"Reachable, produces the labelled action, gives visible feedback",Enumerated live from the rendered DOM on Advanced Mode (legacy generator); not individually clicked during this audit pass (time-boxed to the workflows and controls listed in FULL_UI_UX_AUDIT_REPORT.md).,NOT INDEPENDENTLY VERIFIED,—,—
Advanced Mode (legacy generator),🧬 ทำสำเนา,button,"Reachable, produces the labelled action, gives visible feedback",Enumerated live from the rendered DOM on Advanced Mode (legacy generator); not individually clicked during this audit pass (time-boxed to the workflows and controls listed in FULL_UI_UX_AUDIT_REPORT.md).,NOT INDEPENDENTLY VERIFIED,—,—
Advanced Mode (legacy generator),☆ ตั้งเป็นโปรด,button,"Reachable, produces the labelled action, gives visible feedback",Enumerated live from the rendered DOM on Advanced Mode (legacy generator); not individually clicked during this audit pass (time-boxed to the workflows and controls listed in FULL_UI_UX_AUDIT_REPORT.md).,NOT INDEPENDENTLY VERIFIED,—,—
Advanced Mode (legacy generator),✏️ เปลี่ยนชื่อ,button,"Reachable, produces the labelled action, gives visible feedback",Enumerated live from the rendered DOM on Advanced Mode (legacy generator); not individually clicked during this audit pass (time-boxed to the workflows and controls listed in FULL_UI_UX_AUDIT_REPORT.md).,NOT INDEPENDENTLY VERIFIED,—,—
Advanced Mode (legacy generator),🗑 ลบ,button,"Reachable, produces the labelled action, gives visible feedback",Enumerated live from the rendered DOM on Advanced Mode (legacy generator); not individually clicked during this audit pass (time-boxed to the workflows and controls listed in FULL_UI_UX_AUDIT_REPORT.md).,NOT INDEPENDENTLY VERIFIED,—,—
Advanced Mode (legacy generator),📤 Export JSON,button,"Reachable, produces the labelled action, gives visible feedback",Enumerated live from the rendered DOM on Advanced Mode (legacy generator); not individually clicked during this audit pass (time-boxed to the workflows and controls listed in FULL_UI_UX_AUDIT_REPORT.md).,NOT INDEPENDENTLY VERIFIED,—,—
Advanced Mode (legacy generator),📥 Import JSON,button,"Reachable, produces the labelled action, gives visible feedback",Enumerated live from the rendered DOM on Advanced Mode (legacy generator); not individually clicked during this audit pass (time-boxed to the workflows and controls listed in FULL_UI_UX_AUDIT_REPORT.md).,NOT INDEPENDENTLY VERIFIED,—,—
Advanced Mode (legacy generator),↺ Reset to Style,button,"Reachable, produces the labelled action, gives visible feedback",Enumerated live from the rendered DOM on Advanced Mode (legacy generator); not individually clicked during this audit pass (time-boxed to the workflows and controls listed in FULL_UI_UX_AUDIT_REPORT.md).,NOT INDEPENDENTLY VERIFIED,—,—
Advanced Mode (legacy generator),Airy Scandinavian,button,"Reachable, produces the labelled action, gives visible feedback",Enumerated live from the rendered DOM on Advanced Mode (legacy generator); not individually clicked during this audit pass (time-boxed to the workflows and controls listed in FULL_UI_UX_AUDIT_REPORT.md).,NOT INDEPENDENTLY VERIFIED,—,—
Advanced Mode (legacy generator),Dense Garden,button,"Reachable, produces the labelled action, gives visible feedback",Enumerated live from the rendered DOM on Advanced Mode (legacy generator); not individually clicked during this audit pass (time-boxed to the workflows and controls listed in FULL_UI_UX_AUDIT_REPORT.md).,NOT INDEPENDENTLY VERIFIED,—,—
Advanced Mode (legacy generator),Modern Organic,button,"Reachable, produces the labelled action, gives visible feedback",Enumerated live from the rendered DOM on Advanced Mode (legacy generator); not individually clicked during this audit pass (time-boxed to the workflows and controls listed in FULL_UI_UX_AUDIT_REPORT.md).,NOT INDEPENDENTLY VERIFIED,—,—
Advanced Mode (legacy generator),Playful Kids,button,"Reachable, produces the labelled action, gives visible feedback",Enumerated live from the rendered DOM on Advanced Mode (legacy generator); not individually clicked during this audit pass (time-boxed to the workflows and controls listed in FULL_UI_UX_AUDIT_REPORT.md).,NOT INDEPENDENTLY VERIFIED,—,—
Advanced Mode (legacy generator),Resort Tropical,button,"Reachable, produces the labelled action, gives visible feedback",Enumerated live from the rendered DOM on Advanced Mode (legacy generator); not individually clicked during this audit pass (time-boxed to the workflows and controls listed in FULL_UI_UX_AUDIT_REPORT.md).,NOT INDEPENDENTLY VERIFIED,—,—
Advanced Mode (legacy generator),Textile Classic,button,"Reachable, produces the labelled action, gives visible feedback",Enumerated live from the rendered DOM on Advanced Mode (legacy generator); not individually clicked during this audit pass (time-boxed to the workflows and controls listed in FULL_UI_UX_AUDIT_REPORT.md).,NOT INDEPENDENTLY VERIFIED,—,—
Advanced Mode (legacy generator),Minimal Geometric,button,"Reachable, produces the labelled action, gives visible feedback",Enumerated live from the rendered DOM on Advanced Mode (legacy generator); not individually clicked during this audit pass (time-boxed to the workflows and controls listed in FULL_UI_UX_AUDIT_REPORT.md).,NOT INDEPENDENTLY VERIFIED,—,—
Advanced Mode (legacy generator),Retro Editorial,button,"Reachable, produces the labelled action, gives visible feedback",Enumerated live from the rendered DOM on Advanced Mode (legacy generator); not individually clicked during this audit pass (time-boxed to the workflows and controls listed in FULL_UI_UX_AUDIT_REPORT.md).,NOT INDEPENDENTLY VERIFIED,—,—
Advanced Mode (legacy generator),Premium Wallpaper,button,"Reachable, produces the labelled action, gives visible feedback",Enumerated live from the rendered DOM on Advanced Mode (legacy generator); not individually clicked during this audit pass (time-boxed to the workflows and controls listed in FULL_UI_UX_AUDIT_REPORT.md).,NOT INDEPENDENTLY VERIFIED,—,—
Advanced Mode (legacy generator),Cottage Garden,button,"Reachable, produces the labelled action, gives visible feedback",Enumerated live from the rendered DOM on Advanced Mode (legacy generator); not individually clicked during this audit pass (time-boxed to the workflows and controls listed in FULL_UI_UX_AUDIT_REPORT.md).,NOT INDEPENDENTLY VERIFIED,—,—
Advanced Mode (legacy generator),Quiet Luxury,button,"Reachable, produces the labelled action, gives visible feedback",Enumerated live from the rendered DOM on Advanced Mode (legacy generator); not individually clicked during this audit pass (time-boxed to the workflows and controls listed in FULL_UI_UX_AUDIT_REPORT.md).,NOT INDEPENDENTLY VERIFIED,—,—
Advanced Mode (legacy generator),Y2K Revival,button,"Reachable, produces the labelled action, gives visible feedback",Enumerated live from the rendered DOM on Advanced Mode (legacy generator); not individually clicked during this audit pass (time-boxed to the workflows and controls listed in FULL_UI_UX_AUDIT_REPORT.md).,NOT INDEPENDENTLY VERIFIED,—,—
Advanced Mode (legacy generator),Coastal Calm,button,"Reachable, produces the labelled action, gives visible feedback",Enumerated live from the rendered DOM on Advanced Mode (legacy generator); not individually clicked during this audit pass (time-boxed to the workflows and controls listed in FULL_UI_UX_AUDIT_REPORT.md).,NOT INDEPENDENTLY VERIFIED,—,—
Advanced Mode (legacy generator),Dark Academia Botanical,button,"Reachable, produces the labelled action, gives visible feedback",Enumerated live from the rendered DOM on Advanced Mode (legacy generator); not individually clicked during this audit pass (time-boxed to the workflows and controls listed in FULL_UI_UX_AUDIT_REPORT.md).,NOT INDEPENDENTLY VERIFIED,—,—
Advanced Mode (legacy generator),Soft Maximalism,button,"Reachable, produces the labelled action, gives visible feedback",Enumerated live from the rendered DOM on Advanced Mode (legacy generator); not individually clicked during this audit pass (time-boxed to the workflows and controls listed in FULL_UI_UX_AUDIT_REPORT.md).,NOT INDEPENDENTLY VERIFIED,—,—
Advanced Mode (legacy generator),Clean Scandi Minimal,button,"Reachable, produces the labelled action, gives visible feedback",Enumerated live from the rendered DOM on Advanced Mode (legacy generator); not individually clicked during this audit pass (time-boxed to the workflows and controls listed in FULL_UI_UX_AUDIT_REPORT.md).,NOT INDEPENDENTLY VERIFIED,—,—
Advanced Mode (legacy generator),Vintage Botanical,button,"Reachable, produces the labelled action, gives visible feedback",Enumerated live from the rendered DOM on Advanced Mode (legacy generator); not individually clicked during this audit pass (time-boxed to the workflows and controls listed in FULL_UI_UX_AUDIT_REPORT.md).,NOT INDEPENDENTLY VERIFIED,—,—
Advanced Mode (legacy generator),Modern Cottagecore,button,"Reachable, produces the labelled action, gives visible feedback",Enumerated live from the rendered DOM on Advanced Mode (legacy generator); not individually clicked during this audit pass (time-boxed to the workflows and controls listed in FULL_UI_UX_AUDIT_REPORT.md).,NOT INDEPENDENTLY VERIFIED,—,—
Advanced Mode (legacy generator),Maximal Floral,button,"Reachable, produces the labelled action, gives visible feedback",Enumerated live from the rendered DOM on Advanced Mode (legacy generator); not individually clicked during this audit pass (time-boxed to the workflows and controls listed in FULL_UI_UX_AUDIT_REPORT.md).,NOT INDEPENDENTLY VERIFIED,—,—
Advanced Mode (legacy generator),Geometric,button,"Reachable, produces the labelled action, gives visible feedback",Enumerated live from the rendered DOM on Advanced Mode (legacy generator); not individually clicked during this audit pass (time-boxed to the workflows and controls listed in FULL_UI_UX_AUDIT_REPORT.md).,NOT INDEPENDENTLY VERIFIED,—,—
